p__d31001,p__d31002,p__d31003,p__d31005,p__d31007,p__d26001,p__d26075,p__d26092,p__d11001,p__d22001,p__d28001,p__d29001,_idx,_model,_wave,성별,연령대
2,2,,,,2,1,2,2,1,2,2,3475,gemini,2025,남성,8
1,2,,,,2,2,2,2,2,2,2,3476,gemini,2025,남성,8
1,2,,,,2,1,2,2,2,2,2,3477,gemini,2025,남성,8
2,2,,,,2,1,2,2,1,2,2,3478,gemini,2025,남성,8
1,2,,,,2,2,2,2,2,2,2,3479,gemini,2025,남성,8
2,2,,,,2,2,2,2,1,2,2,3480,gemini,2025,남성,8
2,2,,,,2,1,2,2,1,2,2,3481,gemini,2025,남성,8
1,2,,,,2,2,2,2,2,2,2,3482,gemini,2025,남성,8
1,2,,,,2,2,2,2,2,2,2,3483,gemini,2025,남성,8
2,2,,,,2,2,2,2,1,2,2,3484,gemini,2025,남성,8
2,2,,,,2,1,2,2,1,2,2,3485,gemini,2025,남성,8
1,2,,,,2,1,2,2,1,2,2,3486,gemini,2025,남성,8
1,2,,,,2,2,2,2,2,2,2,3487,gemini,2025,남성,8
1,2,,,,2,2,2,2,2,2,2,3488,gemini,2025,남성,8
1,2,,,,2,1,2,2,1,2,2,3489,gemini,2025,남성,8
2,2,,,,2,2,2,2,2,2,2,3490,gemini,2025,남성,8
2,2,,,,2,1,2,2,1,2,2,3491,gemini,2025,남성,8
1,2,,,,2,1,2,2,2,2,2,3492,gemini,2025,남성,8
2,2,,,,2,1,2,2,1,2,2,3493,gemini,2025,남성,8
1,2,,,,2,1,2,2,2,2,2,3494,gemini,2025,남성,8
3,1,1.0,3.0,2.0,1,1,2,1,1,2,1,3495,gemini,2025,남성,8
3,1,1.0,4.0,2.0,1,1,2,1,1,2,1,3496,gemini,2025,남성,8
2,2,,,,2,1,2,2,1,2,2,3497,gemini,2025,남성,8
2,2,,,,2,1,2,2,1,2,2,3498,gemini,2025,남성,8
2,2,,,,2,1,2,2,1,2,2,3499,gemini,2025,남성,8
2,2,,,,2,1,2,2,1,2,2,3500,gemini,2025,남성,8
1,2,,,,2,1,2,2,1,2,2,3501,gemini,2025,남성,8
1,2,,,,2,1,2,2,2,2,2,3502,gemini,2025,남성,8
2,2,,,,2,2,2,2,1,2,2,3503,gemini,2025,남성,8
2,1,1.0,4.0,2.0,1,1,1,2,1,2,1,3504,gemini,2025,남성,8
2,2,,,,2,1,2,2,1,2,2,3505,gemini,2025,남성,8
1,2,,,,2,2,2,2,2,2,2,3506,gemini,2025,남성,8
1,2,,,,2,2,2,2,1,2,2,3507,gemini,2025,남성,8
2,2,,,,2,1,2,2,1,2,2,3508,gemini,2025,남성,8
1,2,,,,2,1,2,2,2,2,2,3509,gemini,2025,남성,8
2,2,,,,2,1,2,2,1,2,2,3510,gemini,2025,남성,8
2,2,,,,2,1,2,2,1,2,2,3511,gemini,2025,남성,8
2,2,,,,2,2,2,2,1,2,2,3512,gemini,2025,남성,8
2,2,,,,2,2,2,2,1,2,2,3513,gemini,2025,남성,8
1,2,,,,2,2,2,2,2,2,2,3514,gemini,2025,남성,8
1,2,,,,2,2,2,2,2,2,2,3515,gemini,2025,남성,8
1,2,,,,2,1,2,2,2,2,2,3516,gemini,2025,남성,8
2,2,,,,2,1,2,2,1,2,2,3517,gemini,2025,남성,8
2,2,,,,2,1,2,2,1,2,2,3518,gemini,2025,남성,8
1,2,,,,2,1,2,2,2,2,2,3519,gemini,2025,남성,8
2,2,,,,2,1,2,2,1,2,2,3520,gemini,2025,남성,8
2,2,,,,2,1,2,2,1,2,2,3521,gemini,2025,남성,8
1,2,,,,2,2,2,2,2,2,2,3522,gemini,2025,남성,8
2,2,,,,2,1,2,2,1,2,2,3523,gemini,2025,남성,8
1,2,,,,2,2,2,2,1,2,2,3524,gemini,2025,남성,8
1,2,,,,2,1,2,2,1,2,2,3525,gemini,2025,남성,8
2,2,,,,2,1,2,2,1,2,2,3526,gemini,2025,남성,8
2,2,,,,2,1,2,2,1,2,2,3527,gemini,2025,남성,8
2,2,,,,2,1,2,2,1,2,2,3528,gemini,2025,남성,8
2,2,,,,2,1,2,2,1,2,2,3529,gemini,2025,남성,8
1,2,,,,2,2,2,2,2,2,2,3530,gemini,2025,남성,8
2,2,,,,2,1,2,2,1,2,2,3531,gemini,2025,남성,8
1,2,,,,2,2,2,2,2,2,2,3532,gemini,2025,남성,8
2,2,,,,1,1,2,2,1,2,1,3533,gemini,2025,남성,8
2,2,,,,2,1,2,2,1,2,2,3534,gemini,2025,남성,8
1,2,,,,2,2,2,2,2,2,2,3535,gemini,2025,남성,8
2,2,,,,2,1,2,2,1,2,2,3536,gemini,2025,남성,8
2,2,,,,2,1,2,2,1,2,2,3537,gemini,2025,남성,8
1,2,,,,2,2,2,2,2,2,2,3538,gemini,2025,남성,8
2,2,,,,2,1,2,2,1,2,2,3539,gemini,2025,남성,8
2,2,,,,2,1,2,2,1,2,2,3540,gemini,2025,남성,8
2,2,,,,2,1,2,2,1,2,2,3541,gemini,2025,남성,8
2,2,,,,2,1,2,2,1,2,2,3542,gemini,2025,남성,8
1,2,,,,2,1,2,2,1,2,2,3543,gemini,2025,남성,8
1,2,,,,2,1,2,2,1,2,2,3544,gemini,2025,남성,8
2,2,,,,2,2,2,2,1,2,2,3545,gemini,2025,남성,8
1,2,,,,2,2,2,2,2,2,2,3546,gemini,2025,남성,8
1,2,,,,2,2,2,2,2,2,2,3547,gemini,2025,남성,8
1,2,,,,2,2,2,2,1,2,2,3548,gemini,2025,남성,8
2,2,,,,2,1,2,2,1,2,2,3549,gemini,2025,남성,8
1,2,,,,2,2,2,2,1,2,2,3550,gemini,2025,남성,8
2,2,,,,2,2,2,2,1,2,2,3551,gemini,2025,남성,8
1,2,,,,2,2,2,2,2,2,2,3552,gemini,2025,남성,8
2,2,,,,2,1,2,2,1,2,2,3553,gemini,2025,남성,8
1,2,,,,2,2,2,2,1,2,2,3554,gemini,2025,남성,8
2,2,,,,2,1,2,2,1,2,2,3555,gemini,2025,남성,8
3,1,1.0,4.0,2.0,1,1,2,2,1,2,2,3556,gemini,2025,남성,8
2,2,,,,2,2,2,2,1,2,2,3557,gemini,2025,남성,8
3,1,1.0,4.0,2.0,2,1,2,2,1,2,2,3558,gemini,2025,남성,8
1,2,,,,2,2,2,2,2,2,2,3559,gemini,2025,남성,8
2,2,,,,2,1,2,2,1,2,2,3560,gemini,2025,남성,8
1,2,,,,2,2,2,2,2,2,2,3561,gemini,2025,남성,8
1,2,,,,2,1,2,2,1,2,2,3562,gemini,2025,남성,8
2,2,,,,2,1,2,2,1,2,2,3563,gemini,2025,남성,8
2,2,,,,2,1,2,2,1,2,2,3564,gemini,2025,남성,8
3,1,1.0,1.0,2.0,1,1,2,2,1,2,2,3565,gemini,2025,남성,8
1,2,,,,2,1,2,2,1,2,2,3566,gemini,2025,남성,8
1,2,,,,2,2,2,2,2,2,2,3567,gemini,2025,남성,8
1,2,,,,2,1,2,2,2,2,2,3568,gemini,2025,남성,8
2,2,,,,2,1,2,2,1,2,2,3569,gemini,2025,남성,8
3,1,1.0,4.0,2.0,1,1,2,1,1,2,1,3570,gemini,2025,남성,8
2,2,,,,2,1,2,2,1,2,2,3571,gemini,2025,남성,8
1,2,,,,2,1,2,2,1,2,2,3572,gemini,2025,남성,8
3,1,1.0,4.0,2.0,2,1,2,2,1,2,2,3573,gemini,2025,남성,8
1,2,,,,2,1,2,2,1,2,2,3574,gemini,2025,남성,8
1,2,,,,2,1,2,2,1,2,2,3575,gemini,2025,남성,8
2,2,,,,2,1,2,2,1,2,2,3576,gemini,2025,남성,8
2,2,,,,2,1,2,2,1,2,2,3577,gemini,2025,남성,8
2,2,,,,2,1,2,2,1,2,2,3578,gemini,2025,남성,8
2,2,,,,2,1,2,2,1,2,2,3579,gemini,2025,남성,8
1,2,,,,2,1,2,2,2,2,2,3580,gemini,2025,남성,8
1,2,,,,2,1,2,2,1,2,2,3581,gemini,2025,남성,8
2,2,,,,2,1,2,2,1,2,2,3582,gemini,2025,남성,8
2,2,,,,2,1,2,2,1,2,2,3583,gemini,2025,남성,8
1,2,,,,2,2,2,2,2,2,2,3584,gemini,2025,남성,8
1,2,,,,2,2,2,2,1,2,2,3585,gemini,2025,남성,8
1,2,,,,2,1,2,2,1,2,2,3586,gemini,2025,남성,8
2,2,,,,2,1,2,2,1,2,2,3587,gemini,2025,남성,8
2,2,,,,2,1,2,2,1,2,2,3588,gemini,2025,남성,8
2,2,,,,2,1,2,2,1,2,2,3589,gemini,2025,남성,8
2,2,,,,2,2,2,2,2,2,2,3590,gemini,2025,남성,8
1,2,,,,2,2,2,2,2,2,2,3591,gemini,2025,남성,8
3,1,1.0,4.0,2.0,2,1,2,2,1,2,2,3592,gemini,2025,남성,8
1,2,,,,2,2,2,2,2,2,2,3593,gemini,2025,남성,8
1,2,,,,2,1,2,2,1,2,2,3594,gemini,2025,남성,8
2,2,,,,2,1,2,2,1,2,2,3595,gemini,2025,남성,8
1,2,,,,2,2,2,2,2,2,2,3596,gemini,2025,남성,8
2,2,,,,2,1,2,2,1,2,2,3597,gemini,2025,남성,8
2,2,,,,1,1,2,2,1,2,2,3598,gemini,2025,남성,8
1,2,,,,2,2,2,2,1,2,2,3599,gemini,2025,남성,8
1,2,,,,2,2,2,2,2,2,2,3600,gemini,2025,남성,8
1,2,,,,2,2,2,2,2,2,2,3601,gemini,2025,남성,8
2,2,,,,2,1,2,2,1,2,2,3602,gemini,2025,남성,8
1,2,,,,2,1,2,2,2,2,2,3603,gemini,2025,남성,8
1,2,,,,2,2,2,2,1,2,2,3604,gemini,2025,남성,8
1,2,,,,2,2,2,2,1,2,2,3605,gemini,2025,남성,8
1,2,,,,2,2,2,2,2,2,2,3606,gemini,2025,남성,8
2,2,,,,2,1,2,2,1,2,2,3607,gemini,2025,남성,8
2,2,,,,2,2,2,2,2,2,2,3608,gemini,2025,남성,8
1,2,,,,2,2,2,2,2,2,2,3609,gemini,2025,남성,8
2,2,,,,2,1,2,2,1,2,2,3610,gemini,2025,남성,8
1,2,,,,2,1,2,2,2,2,2,3611,gemini,2025,남성,8
2,2,,,,2,2,2,2,2,2,2,3612,gemini,2025,남성,8
2,2,,,,2,1,2,2,1,2,2,3613,gemini,2025,남성,8
1,2,,,,2,2,2,2,1,2,2,3614,gemini,2025,남성,8
1,2,,,,2,2,2,2,2,2,2,3615,gemini,2025,남성,8
1,2,,,,2,1,2,2,2,2,2,3616,gemini,2025,남성,8
2,2,,,,2,1,2,2,1,2,2,3617,gemini,2025,남성,8
2,2,,,,2,1,2,2,1,2,2,3618,gemini,2025,남성,8
2,2,,,,2,1,2,2,2,2,2,3619,gemini,2025,남성,8
2,2,,,,2,2,2,2,2,2,2,3620,gemini,2025,남성,8
2,2,,,,2,2,2,2,2,2,2,3621,gemini,2025,남성,8
1,2,,,,2,2,2,2,1,2,2,3622,gemini,2025,남성,8
2,2,,,,2,1,2,2,1,2,2,3623,gemini,2025,남성,8
2,2,,,,2,1,2,2,1,2,2,3624,gemini,2025,남성,8
2,2,,,,2,1,2,2,1,2,2,3625,gemini,2025,남성,8
1,2,,,,2,1,2,2,2,2,2,3626,gemini,2025,남성,8
1,2,,,,2,1,2,2,1,2,2,3627,gemini,2025,남성,8
3,1,1.0,4.0,2.0,2,1,2,2,1,2,2,3628,gemini,2025,남성,8
2,2,,,,2,2,2,2,1,2,2,3629,gemini,2025,남성,8
1,2,,,,2,2,2,2,2,2,2,3630,gemini,2025,남성,8
2,2,,,,2,1,2,2,1,2,2,3631,gemini,2025,남성,8
2,2,,,,2,2,2,2,1,2,2,3632,gemini,2025,남성,8
2,2,,,,2,1,2,2,1,2,2,3633,gemini,2025,남성,8
1,2,,,,2,2,2,2,2,2,2,3634,gemini,2025,남성,8
2,2,,,,2,1,2,2,1,2,2,3635,gemini,2025,남성,8
2,2,,,,2,1,2,2,1,2,2,3636,gemini,2025,남성,8
1,2,,,,2,1,2,2,1,2,2,3637,gemini,2025,남성,8
2,2,,,,2,2,2,2,1,2,2,3638,gemini,2025,남성,8
1,2,,,,2,2,2,2,2,2,2,3639,gemini,2025,남성,8
1,2,,,,2,1,2,2,1,2,2,3640,gemini,2025,남성,8
1,2,,,,2,2,2,2,2,2,2,3641,gemini,2025,남성,8
2,2,,,,2,1,2,2,1,2,2,3642,gemini,2025,남성,8
2,2,,,,2,1,2,2,1,2,2,3643,gemini,2025,남성,8
2,2,,,,2,1,2,2,1,2,2,3644,gemini,2025,남성,8
2,2,,,,2,1,2,2,1,2,2,3645,gemini,2025,남성,8
1,2,,,,2,1,2,2,1,2,2,3646,gemini,2025,남성,8
3,1,1.0,4.0,2.0,2,1,2,1,1,2,2,3647,gemini,2025,남성,8
2,2,,,,2,2,2,2,2,2,2,3648,gemini,2025,남성,8
1,2,,,,2,2,2,2,2,2,2,3649,gemini,2025,남성,8
1,2,,,,2,2,2,2,2,2,2,3650,gemini,2025,남성,8
2,2,,,,2,1,2,2,1,2,2,3651,gemini,2025,남성,8
2,2,,,,2,1,2,2,1,2,2,3652,gemini,2025,남성,8
1,2,,,,2,2,2,2,2,2,2,3653,gemini,2025,남성,8
2,2,,,,2,1,2,2,1,2,2,3654,gemini,2025,남성,8
2,2,,,,2,1,2,2,2,2,2,3655,gemini,2025,남성,8
3,1,1.0,1.0,2.0,1,1,2,1,1,2,1,3656,gemini,2025,남성,8
2,2,,,,2,1,2,2,1,2,2,3657,gemini,2025,남성,8
1,2,,,,2,2,2,2,2,2,2,3658,gemini,2025,남성,8
2,2,,,,2,1,2,2,1,2,2,3659,gemini,2025,남성,8
2,2,,,,2,2,2,2,2,2,2,3660,gemini,2025,남성,8
2,2,,,,2,1,2,2,1,2,2,3661,gemini,2025,남성,8
1,2,,,,2,1,2,2,1,2,2,3662,gemini,2025,남성,8
2,2,,,,2,2,2,2,2,2,2,3663,gemini,2025,남성,8
2,2,,,,2,1,2,2,1,2,2,3664,gemini,2025,남성,8
1,2,,,,2,1,2,2,2,2,2,3665,gemini,2025,남성,8
2,2,,,,2,1,2,2,1,2,2,3666,gemini,2025,남성,8
2,2,,,,2,1,2,2,1,2,2,3667,gemini,2025,남성,8
2,2,,,,2,1,2,2,1,2,2,3668,gemini,2025,남성,8
2,2,,,,2,1,2,2,1,2,2,3669,gemini,2025,남성,8
1,2,,,,2,2,2,2,2,2,2,3670,gemini,2025,남성,8
2,2,,,,2,1,2,2,1,2,2,3671,gemini,2025,남성,8
1,2,,,,2,2,2,2,1,2,2,3672,gemini,2025,남성,8
1,2,,,,2,1,2,2,1,2,2,3673,gemini,2025,남성,8
2,2,,,,2,2,2,2,1,2,2,3674,gemini,2025,남성,8
2,2,,,,2,2,2,2,2,2,2,3675,gemini,2025,남성,8
2,2,,,,2,1,2,2,1,2,2,3676,gemini,2025,남성,8
2,2,,,,2,1,2,2,1,2,2,3677,gemini,2025,남성,8
1,2,,,,2,2,2,2,2,2,2,3678,gemini,2025,남성,8
2,2,,,,2,1,2,2,1,2,2,3679,gemini,2025,남성,8
1,2,,,,2,2,2,2,2,2,2,3680,gemini,2025,남성,8
2,2,,,,2,1,2,2,1,2,2,3681,gemini,2025,남성,8
1,2,,,,2,2,2,2,2,2,2,3682,gemini,2025,남성,8
2,2,,,,2,2,2,2,2,2,2,3683,gemini,2025,남성,8
2,2,,,,2,1,2,2,1,2,2,3684,gemini,2025,남성,8
2,2,,,,2,1,2,2,1,2,2,3685,gemini,2025,남성,8
2,2,,,,2,1,2,2,1,2,2,3686,gemini,2025,남성,8
1,2,,,,2,2,2,2,2,2,2,3687,gemini,2025,남성,8
1,2,,,,2,1,2,2,1,2,2,3688,gemini,2025,남성,8
1,2,,,,2,1,2,2,1,2,2,3689,gemini,2025,남성,8
3,1,1.0,1.0,2.0,1,1,2,2,1,2,2,3690,gemini,2025,남성,8
2,2,,,,2,1,2,2,1,2,2,3691,gemini,2025,남성,8
2,2,,,,2,1,2,2,1,2,2,3692,gemini,2025,남성,8
2,2,,,,2,1,2,2,1,2,2,3693,gemini,2025,남성,8
1,2,,,,2,2,2,2,2,2,2,3694,gemini,2025,남성,8
2,2,,,,2,1,2,2,1,2,2,3695,gemini,2025,남성,8
2,2,,,,2,1,2,2,1,2,2,3696,gemini,2025,남성,8
2,2,,,,2,1,2,2,1,2,2,3697,gemini,2025,남성,8
1,2,,,,2,2,2,2,2,2,2,3698,gemini,2025,남성,8
2,2,,,,2,1,2,2,1,2,2,3699,gemini,2025,남성,8
2,2,,,,2,1,2,2,1,2,2,3700,gemini,2025,남성,8
2,2,,,,2,1,2,2,1,2,2,3701,gemini,2025,남성,8
2,2,,,,2,1,2,2,1,2,2,3702,gemini,2025,남성,8
2,2,,,,2,2,2,2,1,2,2,3703,gemini,2025,남성,8
2,2,,,,1,1,2,2,1,2,2,3704,gemini,2025,남성,8
2,2,,,,2,1,2,2,1,2,2,3705,gemini,2025,남성,8
2,2,,,,2,1,2,2,1,2,2,3706,gemini,2025,남성,8
1,2,,,,2,1,2,2,1,2,2,3707,gemini,2025,남성,8
1,2,,,,2,2,2,2,2,2,2,3708,gemini,2025,남성,8
1,2,,,,2,2,2,2,1,2,2,3709,gemini,2025,남성,8
2,2,,,,2,2,2,2,2,2,2,3710,gemini,2025,남성,8
1,2,,,,2,2,2,2,2,2,2,3711,gemini,2025,남성,8
2,2,,,,2,1,2,2,1,2,2,3712,gemini,2025,남성,8
1,2,,,,2,1,2,2,1,2,2,3713,gemini,2025,남성,8
1,2,,,,2,1,2,2,1,2,2,3714,gemini,2025,남성,8
1,2,,,,2,1,2,2,1,2,2,3715,gemini,2025,남성,8
2,2,,,,2,1,2,2,1,2,2,3716,gemini,2025,남성,8
1,2,,,,2,2,2,2,2,2,2,3717,gemini,2025,남성,8
2,2,,,,2,1,2,2,1,2,2,3718,gemini,2025,남성,8
2,2,,,,2,1,2,2,1,2,2,3719,gemini,2025,남성,8
2,2,,,,2,2,2,2,1,2,2,3720,gemini,2025,남성,8
1,2,,,,2,1,2,2,1,2,2,3721,gemini,2025,남성,8
2,2,,,,2,1,2,2,1,2,2,3722,gemini,2025,남성,8
1,2,,,,2,1,2,2,1,2,2,3723,gemini,2025,남성,8
1,2,,,,2,2,2,2,1,2,2,3724,gemini,2025,남성,8
1,2,,,,2,2,2,2,2,2,2,3725,gemini,2025,남성,8
1,2,,,,2,2,2,2,2,2,2,3726,gemini,2025,남성,8
2,2,,,,2,1,2,2,1,2,2,3727,gemini,2025,남성,8
2,2,,,,2,1,2,2,1,2,2,3728,gemini,2025,남성,8
1,2,,,,2,2,2,2,2,2,2,3729,gemini,2025,남성,8
1,2,,,,2,1,2,2,1,2,2,3730,gemini,2025,남성,8
1,2,,,,2,2,2,2,2,2,2,3731,gemini,2025,남성,8
2,2,,,,2,1,2,2,1,2,2,3732,gemini,2025,남성,8
1,2,,,,2,1,2,2,2,2,2,3733,gemini,2025,남성,8
2,2,,,,2,1,2,2,1,2,2,3734,gemini,2025,남성,8
1,2,,,,2,1,2,2,1,2,2,3735,gemini,2025,남성,8
1,2,,,,2,1,2,2,1,2,2,3736,gemini,2025,남성,8
2,2,,,,2,1,2,2,1,2,2,3737,gemini,2025,남성,8
1,2,,,,2,1,2,2,1,2,2,3738,gemini,2025,남성,8
1,2,,,,2,2,2,2,2,2,2,3739,gemini,2025,남성,8
2,2,,,,2,1,2,2,1,2,2,3740,gemini,2025,남성,8
1,2,,,,2,2,2,2,1,2,2,3741,gemini,2025,남성,8
2,2,,,,2,1,2,2,1,2,2,3742,gemini,2025,남성,8
1,2,,,,2,2,2,2,2,2,2,3743,gemini,2025,남성,8
2,2,,,,2,1,2,2,1,2,2,3744,gemini,2025,남성,8
2,2,,,,2,1,2,2,1,2,2,3745,gemini,2025,남성,8
1,2,,,,2,1,2,2,2,2,2,3746,gemini,2025,남성,8
2,2,,,,2,1,2,2,1,2,2,3747,gemini,2025,남성,8
2,2,,,,2,1,2,2,1,2,2,3748,gemini,2025,남성,8
2,2,,,,2,1,2,2,1,2,2,3749,gemini,2025,남성,8
1,2,,,,2,2,2,2,2,2,2,3750,gemini,2025,남성,8
2,2,,,,2,1,2,2,2,2,2,3751,gemini,2025,남성,8
2,2,,,,2,1,2,2,1,2,2,3752,gemini,2025,남성,8
2,2,,,,2,1,2,2,1,2,2,3753,gemini,2025,남성,8
2,2,,,,2,1,2,2,1,2,2,3754,gemini,2025,남성,8
1,2,,,,2,2,2,2,2,2,2,3755,gemini,2025,남성,8
1,2,,,,2,2,2,2,2,2,2,3756,gemini,2025,남성,8
2,2,,,,2,1,2,2,1,2,2,3757,gemini,2025,남성,8
2,2,,,,2,1,2,2,1,2,2,3758,gemini,2025,남성,8
2,2,,,,2,2,2,2,1,2,2,3759,gemini,2025,남성,8
2,2,,,,2,1,2,2,1,2,2,3760,gemini,2025,남성,8
3,1,1.0,3.0,2.0,1,1,2,1,1,2,1,3761,gemini,2025,남성,8
2,2,,,,2,1,2,2,1,2,2,3762,gemini,2025,남성,8
2,2,,,,2,1,2,2,1,2,2,3763,gemini,2025,남성,8
2,2,,,,2,2,2,2,1,2,2,3764,gemini,2025,남성,8
2,2,,,,2,1,2,2,1,2,2,3765,gemini,2025,남성,8
1,2,,,,2,1,2,2,1,2,2,3766,gemini,2025,남성,8
3,1,1.0,4.0,2.0,2,1,2,2,1,2,2,3767,gemini,2025,남성,8
1,2,,,,2,2,2,2,1,2,2,3768,gemini,2025,남성,8
1,2,,,,2,1,2,2,2,2,2,3769,gemini,2025,남성,8
1,2,,,,2,2,2,2,2,2,2,3770,gemini,2025,남성,8
2,2,,,,2,1,2,2,1,2,2,3771,gemini,2025,남성,8
1,2,,,,2,1,2,2,1,2,2,3772,gemini,2025,남성,8
1,2,,,,2,2,2,2,2,2,2,3773,gemini,2025,남성,8
2,2,,,,2,1,2,2,1,2,2,3774,gemini,2025,남성,8
2,2,,,,2,1,2,2,1,2,2,3775,gemini,2025,남성,8
1,2,,,,2,2,2,2,2,2,2,3776,gemini,2025,남성,8
2,2,,,,2,1,2,2,1,2,2,3777,gemini,2025,남성,8
1,2,,,,2,2,2,2,2,2,2,3778,gemini,2025,남성,8
1,2,,,,2,2,2,2,1,2,2,3779,gemini,2025,남성,8
2,2,,,,2,1,2,2,1,2,2,3780,gemini,2025,남성,8
1,2,,,,2,1,2,2,1,2,2,3781,gemini,2025,남성,8
1,2,,,,2,2,2,2,1,2,2,3782,gemini,2025,남성,8
2,2,,,,2,1,2,2,1,2,2,3783,gemini,2025,남성,8
2,2,,,,2,2,2,2,2,2,2,3784,gemini,2025,남성,8
1,2,,,,2,1,2,2,1,2,2,3785,gemini,2025,남성,8
1,2,,,,2,2,2,2,2,2,2,3786,gemini,2025,남성,8
1,2,,,,2,1,2,2,1,2,2,3787,gemini,2025,남성,8
2,2,,,,2,1,2,2,1,2,2,3788,gemini,2025,남성,8
2,2,,,,1,1,2,2,1,2,2,3789,gemini,2025,남성,8
2,2,,,,2,2,2,2,1,2,2,3790,gemini,2025,남성,8
2,2,,,,2,1,2,2,1,2,2,3791,gemini,2025,남성,8
2,2,,,,2,1,2,2,1,2,2,3792,gemini,2025,남성,8
3,1,1.0,4.0,2.0,2,1,2,2,1,2,2,3793,gemini,2025,남성,8
1,2,,,,2,1,2,2,1,2,2,3794,gemini,2025,남성,8
2,2,,,,1,1,2,2,1,2,2,3795,gemini,2025,남성,8
1,2,,,,2,2,2,2,2,2,2,3796,gemini,2025,남성,8
2,2,,,,2,1,2,2,2,2,2,3797,gemini,2025,남성,8
2,2,,,,2,1,2,2,1,2,2,3798,gemini,2025,남성,8
2,2,,,,2,1,2,2,1,2,2,3799,gemini,2025,남성,8
1,2,,,,2,2,2,2,2,2,2,3800,gemini,2025,남성,8
2,2,,,,2,1,2,2,1,2,2,3801,gemini,2025,남성,8
1,2,,,,2,2,2,2,2,2,2,3802,gemini,2025,남성,8
1,2,,,,2,2,2,2,2,2,2,3803,gemini,2025,남성,8
1,2,,,,2,2,2,2,2,2,2,3804,gemini,2025,남성,8
2,2,,,,2,1,2,2,1,2,2,3805,gemini,2025,남성,8
2,2,,,,2,1,2,2,1,2,2,3806,gemini,2025,남성,8
1,2,,,,2,2,2,2,2,2,2,3807,gemini,2025,남성,8
1,2,,,,2,2,2,2,2,2,2,3808,gemini,2025,남성,8
1,2,,,,2,1,2,2,1,2,2,3809,gemini,2025,남성,8
1,2,,,,2,2,2,2,2,2,2,3810,gemini,2025,남성,8
1,2,,,,2,2,2,2,2,2,2,3811,gemini,2025,남성,8
2,2,,,,2,1,2,2,2,2,2,3812,gemini,2025,남성,8
2,2,,,,2,1,2,2,1,2,2,3813,gemini,2025,남성,8
1,2,,,,2,2,2,2,2,2,2,3814,gemini,2025,남성,8
2,2,,,,2,1,2,2,1,2,2,3815,gemini,2025,남성,8
2,2,,,,2,1,2,2,1,2,2,3816,gemini,2025,남성,8
2,2,,,,2,1,2,2,2,2,2,3817,gemini,2025,남성,8
2,2,,,,2,1,2,2,1,2,2,3818,gemini,2025,남성,8
2,2,,,,2,2,2,2,1,2,2,3819,gemini,2025,남성,8
3,1,1.0,4.0,2.0,1,1,2,1,1,2,2,3820,gemini,2025,남성,8
1,2,,,,2,2,2,2,2,2,2,3821,gemini,2025,남성,8
1,2,,,,2,2,2,2,2,2,2,3822,gemini,2025,남성,8
2,2,,,,2,1,2,2,1,2,2,3823,gemini,2025,남성,8
2,2,,,,2,1,2,2,1,2,2,3824,gemini,2025,남성,8
2,2,,,,2,1,2,2,1,2,2,3825,gemini,2025,남성,8
1,2,,,,2,1,2,2,1,2,2,3826,gemini,2025,남성,8
2,2,,,,2,2,2,2,1,2,2,3827,gemini,2025,남성,8
2,2,,,,2,1,2,2,1,2,2,3828,gemini,2025,남성,8
1,2,,,,2,2,2,2,2,2,2,3829,gemini,2025,남성,8
2,2,,,,2,2,2,2,2,2,2,3830,gemini,2025,남성,8
2,2,,,,2,1,2,2,1,2,2,3831,gemini,2025,남성,8
1,2,,,,2,1,2,2,1,2,2,3832,gemini,2025,남성,8
1,2,,,,2,2,2,2,2,2,2,3833,gemini,2025,남성,8
2,2,,,,2,2,2,2,2,2,2,3834,gemini,2025,남성,8
1,2,,,,2,2,2,2,2,2,2,3835,gemini,2025,남성,8
2,2,,,,2,1,2,2,1,2,2,3836,gemini,2025,남성,8
1,2,,,,2,2,2,2,2,2,2,3837,gemini,2025,남성,8
2,2,,,,2,1,2,2,1,2,2,3838,gemini,2025,남성,8
2,2,,,,2,1,2,2,1,2,2,3839,gemini,2025,남성,8
1,2,,,,2,1,2,2,1,2,2,3840,gemini,2025,남성,8
2,2,,,,2,1,2,2,1,2,2,3841,gemini,2025,남성,8
1,2,,,,2,1,2,2,2,2,2,3842,gemini,2025,남성,8
1,2,,,,2,1,2,2,1,2,2,3843,gemini,2025,남성,8
2,2,,,,2,1,2,2,1,2,2,3844,gemini,2025,남성,8
2,2,,,,2,2,2,2,1,2,2,3845,gemini,2025,남성,8
2,2,,,,2,1,2,2,1,2,2,3846,gemini,2025,남성,8
1,2,,,,2,1,2,2,1,2,2,3847,gemini,2025,남성,8
2,2,,,,2,1,2,2,1,2,2,3848,gemini,2025,남성,8
2,2,,,,2,1,2,2,1,2,2,3849,gemini,2025,남성,8
1,2,,,,2,2,2,2,1,2,2,3850,gemini,2025,남성,8
1,2,,,,2,2,2,2,2,2,2,3851,gemini,2025,남성,8
1,2,,,,2,2,2,2,2,2,2,3852,gemini,2025,남성,8
2,2,,,,2,1,2,2,1,2,2,3853,gemini,2025,남성,8
2,2,,,,2,1,2,2,1,2,2,3854,gemini,2025,남성,8
1,2,,,,2,2,2,2,2,2,2,3855,gemini,2025,남성,8
1,2,,,,2,2,2,2,1,2,2,3856,gemini,2025,남성,8
