p__m01016,p__m01004,p__d29001,p__d31002,p__m01005,p__m01022,p__m01012,p__d31005,p__m01015,p__m01008,p__d31003,p__m01024,p__m01014,p__m01006,p__d31001,p__d26001,p__d26075,p__m01019,p__d11001,p__d28001,p__m01011,p__m01020,p__m01007,p__d22001,p__m01017,p__m01003,p__d26092,p__m01009,p__m01013,p__m01001,p__m01010,p__d31007,p__m01018,p__m01021,p__m01002,p__m01023,_idx,_model,_wave,성별,연령대,_error
2.0,2.0,1.0,2.0,4.0,3.0,2.0,,3.0,3.0,,3.0,3.0,3.0,2.0,1.0,1.0,4.0,1.0,2.0,2.0,4.0,4.0,1.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,,3.0,2.0,2.0,4.0,577,gemini,2024,여성,2,
2.0,2.0,1.0,1.0,5.0,3.0,4.0,3.0,2.0,4.0,1.0,4.0,2.0,5.0,3.0,1.0,1.0,5.0,1.0,1.0,4.0,5.0,5.0,1.0,4.0,4.0,1.0,4.0,2.0,3.0,3.0,2.0,4.0,4.0,3.0,4.0,578,gemini,2024,여성,2,
2.0,2.0,1.0,1.0,4.0,3.0,2.0,4.0,3.0,3.0,1.0,3.0,2.0,3.0,3.0,1.0,1.0,3.0,1.0,2.0,2.0,3.0,4.0,1.0,3.0,3.0,1.0,4.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,579,gemini,2024,여성,2,
2.0,3.0,1.0,1.0,4.0,3.0,3.0,3.0,2.0,3.0,1.0,3.0,2.0,4.0,3.0,1.0,1.0,4.0,1.0,2.0,3.0,4.0,4.0,1.0,3.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,580,gemini,2024,여성,2,
2.0,2.0,1.0,1.0,4.0,3.0,2.0,4.0,2.0,3.0,1.0,3.0,2.0,4.0,3.0,1.0,1.0,4.0,1.0,2.0,2.0,4.0,4.0,1.0,4.0,3.0,1.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,4.0,581,gemini,2024,여성,2,
2.0,2.0,1.0,1.0,4.0,3.0,3.0,3.0,2.0,4.0,1.0,4.0,2.0,4.0,3.0,1.0,1.0,4.0,1.0,2.0,3.0,4.0,4.0,1.0,4.0,3.0,1.0,3.0,2.0,2.0,3.0,2.0,4.0,3.0,3.0,4.0,582,gemini,2024,여성,2,
2.0,2.0,1.0,1.0,4.0,3.0,2.0,4.0,3.0,4.0,1.0,3.0,3.0,4.0,3.0,1.0,1.0,4.0,1.0,2.0,2.0,4.0,4.0,1.0,4.0,3.0,1.0,3.0,2.0,2.0,2.0,2.0,4.0,3.0,2.0,3.0,583,gemini,2024,여성,2,
3.0,2.0,1.0,1.0,4.0,3.0,2.0,3.0,2.0,3.0,1.0,4.0,2.0,3.0,3.0,1.0,1.0,4.0,1.0,2.0,2.0,4.0,4.0,1.0,4.0,3.0,1.0,3.0,2.0,2.0,2.0,2.0,4.0,3.0,3.0,4.0,584,gemini,2024,여성,2,
2.0,2.0,1.0,1.0,4.0,3.0,3.0,3.0,2.0,4.0,1.0,3.0,2.0,4.0,3.0,1.0,1.0,4.0,1.0,1.0,3.0,4.0,4.0,1.0,4.0,3.0,1.0,4.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,4.0,585,gemini,2024,여성,2,
4.0,3.0,1.0,1.0,4.0,3.0,2.0,4.0,3.0,3.0,1.0,4.0,4.0,3.0,3.0,1.0,1.0,4.0,1.0,2.0,2.0,4.0,4.0,1.0,4.0,3.0,1.0,3.0,2.0,2.0,2.0,2.0,4.0,3.0,3.0,3.0,586,gemini,2024,여성,2,
2.0,2.0,1.0,1.0,4.0,3.0,2.0,4.0,3.0,3.0,1.0,4.0,3.0,3.0,3.0,1.0,1.0,4.0,1.0,2.0,2.0,4.0,4.0,1.0,4.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,4.0,3.0,3.0,4.0,587,gemini,2024,여성,2,
2.0,2.0,2.0,1.0,3.0,3.0,2.0,4.0,2.0,3.0,1.0,3.0,2.0,3.0,3.0,1.0,1.0,4.0,1.0,2.0,2.0,4.0,3.0,1.0,3.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,588,gemini,2024,여성,2,
2.0,2.0,1.0,1.0,4.0,3.0,3.0,3.0,2.0,3.0,1.0,3.0,2.0,4.0,3.0,1.0,1.0,4.0,1.0,2.0,3.0,4.0,4.0,1.0,4.0,3.0,1.0,4.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,4.0,589,gemini,2024,여성,2,
1.0,2.0,2.0,2.0,4.0,3.0,2.0,,2.0,3.0,,3.0,2.0,4.0,2.0,1.0,1.0,4.0,1.0,2.0,3.0,4.0,4.0,1.0,3.0,3.0,1.0,3.0,1.0,2.0,2.0,,3.0,3.0,3.0,4.0,590,gemini,2024,여성,2,
2.0,2.0,1.0,1.0,4.0,3.0,2.0,4.0,3.0,4.0,1.0,3.0,2.0,4.0,3.0,1.0,1.0,4.0,1.0,2.0,2.0,4.0,4.0,1.0,4.0,3.0,1.0,3.0,2.0,2.0,2.0,2.0,4.0,3.0,2.0,4.0,591,gemini,2024,여성,2,
2.0,2.0,1.0,1.0,5.0,3.0,4.0,3.0,3.0,4.0,8.0,4.0,2.0,4.0,3.0,1.0,1.0,4.0,1.0,1.0,4.0,4.0,4.0,1.0,4.0,3.0,1.0,4.0,2.0,3.0,4.0,2.0,4.0,3.0,3.0,4.0,592,gemini,2024,여성,2,
2.0,3.0,1.0,1.0,5.0,3.0,5.0,3.0,2.0,5.0,1.0,4.0,2.0,5.0,3.0,1.0,1.0,4.0,1.0,1.0,5.0,4.0,5.0,1.0,4.0,4.0,1.0,5.0,2.0,3.0,4.0,2.0,4.0,3.0,3.0,4.0,593,gemini,2024,여성,2,
2.0,2.0,1.0,1.0,4.0,3.0,2.0,4.0,2.0,3.0,1.0,3.0,2.0,3.0,3.0,1.0,1.0,4.0,1.0,2.0,2.0,4.0,4.0,1.0,3.0,3.0,1.0,3.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,4.0,594,gemini,2024,여성,2,
2.0,2.0,1.0,1.0,4.0,3.0,2.0,3.0,2.0,4.0,1.0,3.0,2.0,4.0,3.0,1.0,1.0,4.0,1.0,1.0,2.0,4.0,4.0,1.0,4.0,3.0,1.0,3.0,2.0,2.0,2.0,2.0,4.0,3.0,3.0,4.0,595,gemini,2024,여성,2,
3.0,2.0,1.0,1.0,4.0,3.0,3.0,3.0,3.0,4.0,1.0,3.0,3.0,4.0,3.0,1.0,1.0,4.0,1.0,2.0,3.0,4.0,4.0,1.0,4.0,3.0,1.0,4.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,596,gemini,2024,여성,2,
2.0,2.0,1.0,1.0,4.0,3.0,3.0,3.0,3.0,4.0,1.0,4.0,3.0,4.0,3.0,1.0,1.0,5.0,1.0,1.0,3.0,5.0,4.0,1.0,4.0,3.0,1.0,4.0,2.0,2.0,2.0,2.0,4.0,3.0,3.0,3.0,597,gemini,2024,여성,2,
2.0,2.0,2.0,2.0,3.0,2.0,2.0,,2.0,2.0,,2.0,2.0,3.0,2.0,1.0,1.0,3.0,1.0,2.0,2.0,3.0,3.0,1.0,3.0,2.0,1.0,3.0,1.0,2.0,2.0,,3.0,2.0,2.0,3.0,598,gemini,2024,여성,2,
3.0,2.0,1.0,1.0,4.0,3.0,2.0,3.0,4.0,4.0,6.0,3.0,3.0,4.0,3.0,1.0,1.0,4.0,1.0,2.0,2.0,4.0,4.0,1.0,4.0,2.0,1.0,4.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,4.0,599,gemini,2024,여성,2,
3.0,3.0,1.0,1.0,4.0,3.0,3.0,3.0,3.0,4.0,1.0,3.0,3.0,4.0,3.0,1.0,1.0,4.0,1.0,1.0,3.0,4.0,4.0,1.0,4.0,3.0,1.0,3.0,2.0,2.0,2.0,2.0,4.0,3.0,3.0,3.0,600,gemini,2024,여성,2,
2.0,3.0,2.0,2.0,4.0,3.0,3.0,,2.0,4.0,,3.0,2.0,4.0,2.0,1.0,1.0,4.0,1.0,2.0,3.0,4.0,4.0,1.0,3.0,3.0,1.0,3.0,2.0,2.0,2.0,,3.0,3.0,3.0,4.0,601,gemini,2024,여성,2,
2.0,2.0,1.0,1.0,4.0,3.0,3.0,3.0,3.0,4.0,1.0,3.0,2.0,4.0,3.0,1.0,1.0,4.0,1.0,2.0,3.0,4.0,4.0,1.0,4.0,3.0,1.0,4.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,4.0,602,gemini,2024,여성,2,
2.0,2.0,2.0,2.0,4.0,3.0,3.0,,2.0,3.0,,2.0,2.0,3.0,2.0,1.0,1.0,4.0,1.0,2.0,3.0,4.0,4.0,1.0,3.0,2.0,1.0,3.0,2.0,2.0,2.0,,3.0,3.0,3.0,3.0,603,gemini,2024,여성,2,
1.0,2.0,2.0,1.0,3.0,3.0,2.0,4.0,2.0,3.0,1.0,3.0,2.0,3.0,2.0,1.0,1.0,4.0,1.0,2.0,2.0,4.0,3.0,1.0,3.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,3.0,3.0,2.0,3.0,604,gemini,2024,여성,2,
2.0,3.0,1.0,1.0,4.0,3.0,4.0,3.0,2.0,4.0,1.0,3.0,2.0,4.0,3.0,1.0,1.0,4.0,1.0,1.0,4.0,4.0,4.0,1.0,4.0,3.0,1.0,4.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,4.0,605,gemini,2024,여성,2,
2.0,2.0,1.0,1.0,4.0,3.0,3.0,3.0,2.0,3.0,1.0,4.0,2.0,4.0,3.0,1.0,1.0,4.0,1.0,1.0,3.0,4.0,4.0,1.0,3.0,3.0,1.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,4.0,606,gemini,2024,여성,2,
2.0,3.0,1.0,1.0,5.0,3.0,4.0,3.0,2.0,4.0,1.0,3.0,2.0,4.0,3.0,1.0,1.0,4.0,1.0,2.0,4.0,4.0,5.0,1.0,4.0,3.0,1.0,4.0,2.0,3.0,3.0,2.0,4.0,3.0,3.0,4.0,607,gemini,2024,여성,2,
2.0,2.0,1.0,1.0,5.0,3.0,5.0,3.0,2.0,4.0,1.0,3.0,2.0,5.0,2.0,1.0,1.0,4.0,1.0,1.0,5.0,4.0,5.0,1.0,4.0,4.0,1.0,5.0,2.0,3.0,4.0,2.0,3.0,3.0,3.0,4.0,608,gemini,2024,여성,2,
2.0,2.0,1.0,1.0,4.0,3.0,3.0,4.0,3.0,3.0,1.0,4.0,2.0,4.0,3.0,1.0,1.0,4.0,1.0,1.0,3.0,4.0,4.0,1.0,4.0,3.0,1.0,4.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,609,gemini,2024,여성,2,
2.0,3.0,1.0,1.0,5.0,3.0,4.0,3.0,2.0,4.0,1.0,4.0,2.0,5.0,3.0,1.0,1.0,4.0,1.0,1.0,4.0,4.0,5.0,1.0,4.0,3.0,1.0,4.0,2.0,3.0,3.0,2.0,4.0,3.0,3.0,4.0,610,gemini,2024,여성,2,
2.0,2.0,1.0,1.0,4.0,3.0,2.0,4.0,2.0,4.0,1.0,3.0,2.0,4.0,3.0,1.0,1.0,4.0,1.0,2.0,2.0,4.0,4.0,1.0,4.0,3.0,1.0,3.0,2.0,2.0,2.0,2.0,4.0,3.0,3.0,3.0,611,gemini,2024,여성,2,
2.0,2.0,1.0,1.0,4.0,3.0,3.0,3.0,2.0,4.0,1.0,3.0,2.0,4.0,3.0,1.0,1.0,4.0,1.0,2.0,3.0,4.0,4.0,1.0,4.0,3.0,1.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,4.0,612,gemini,2024,여성,2,
2.0,2.0,1.0,1.0,4.0,3.0,2.0,3.0,3.0,3.0,1.0,4.0,2.0,3.0,3.0,1.0,1.0,4.0,1.0,2.0,2.0,4.0,4.0,1.0,4.0,2.0,1.0,4.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,4.0,613,gemini,2024,여성,2,
2.0,3.0,1.0,1.0,4.0,3.0,2.0,4.0,2.0,3.0,1.0,3.0,2.0,3.0,3.0,1.0,1.0,4.0,1.0,2.0,2.0,4.0,4.0,1.0,4.0,3.0,1.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,614,gemini,2024,여성,2,
2.0,2.0,1.0,1.0,4.0,3.0,4.0,5.0,2.0,4.0,1.0,3.0,2.0,4.0,3.0,1.0,1.0,4.0,1.0,2.0,3.0,4.0,4.0,1.0,3.0,3.0,1.0,4.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,615,gemini,2024,여성,2,
2.0,3.0,2.0,2.0,3.0,3.0,2.0,,2.0,3.0,,3.0,2.0,3.0,2.0,1.0,1.0,4.0,1.0,2.0,2.0,4.0,4.0,1.0,3.0,3.0,1.0,3.0,2.0,2.0,2.0,,3.0,3.0,3.0,4.0,616,gemini,2024,여성,2,
2.0,2.0,1.0,1.0,5.0,3.0,4.0,3.0,2.0,4.0,1.0,3.0,2.0,4.0,3.0,1.0,1.0,5.0,1.0,1.0,4.0,4.0,4.0,1.0,4.0,3.0,1.0,4.0,2.0,3.0,3.0,2.0,4.0,3.0,3.0,4.0,617,gemini,2024,여성,2,
3.0,2.0,1.0,1.0,4.0,3.0,2.0,3.0,3.0,4.0,1.0,4.0,4.0,4.0,3.0,1.0,1.0,4.0,1.0,2.0,2.0,4.0,4.0,1.0,4.0,3.0,1.0,3.0,2.0,3.0,2.0,2.0,4.0,3.0,3.0,2.0,618,gemini,2024,여성,2,
2.0,2.0,1.0,1.0,4.0,2.0,3.0,3.0,3.0,3.0,1.0,3.0,2.0,3.0,3.0,1.0,1.0,4.0,1.0,2.0,2.0,4.0,4.0,1.0,4.0,3.0,1.0,4.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,619,gemini,2024,여성,2,
3.0,2.0,1.0,1.0,5.0,3.0,4.0,4.0,3.0,4.0,1.0,3.0,2.0,4.0,3.0,1.0,1.0,4.0,1.0,2.0,3.0,4.0,5.0,1.0,4.0,3.0,1.0,3.0,2.0,3.0,3.0,2.0,4.0,3.0,3.0,4.0,620,gemini,2024,여성,2,
2.0,2.0,1.0,1.0,4.0,3.0,3.0,4.0,2.0,3.0,1.0,3.0,2.0,3.0,2.0,1.0,1.0,4.0,1.0,2.0,3.0,4.0,4.0,1.0,3.0,3.0,1.0,4.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,621,gemini,2024,여성,2,
2.0,3.0,1.0,1.0,5.0,4.0,4.0,3.0,2.0,4.0,1.0,4.0,2.0,5.0,3.0,1.0,1.0,5.0,1.0,1.0,4.0,5.0,5.0,1.0,4.0,4.0,1.0,4.0,2.0,3.0,3.0,2.0,4.0,3.0,3.0,4.0,622,gemini,2024,여성,2,
3.0,2.0,1.0,1.0,4.0,3.0,2.0,3.0,3.0,4.0,1.0,3.0,3.0,4.0,3.0,1.0,1.0,4.0,1.0,2.0,2.0,4.0,4.0,1.0,4.0,2.0,1.0,4.0,2.0,2.0,2.0,2.0,4.0,3.0,2.0,4.0,623,gemini,2024,여성,2,
2.0,2.0,1.0,1.0,4.0,3.0,2.0,4.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,1.0,1.0,4.0,1.0,2.0,2.0,4.0,4.0,1.0,4.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,4.0,3.0,3.0,4.0,624,gemini,2024,여성,2,
2.0,2.0,1.0,1.0,4.0,3.0,3.0,3.0,2.0,4.0,1.0,4.0,2.0,4.0,3.0,1.0,1.0,4.0,1.0,1.0,3.0,4.0,4.0,1.0,4.0,3.0,1.0,4.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,4.0,625,gemini,2024,여성,2,
3.0,3.0,1.0,1.0,4.0,3.0,3.0,4.0,3.0,4.0,1.0,4.0,3.0,3.0,3.0,1.0,1.0,4.0,1.0,2.0,3.0,4.0,4.0,1.0,4.0,3.0,1.0,4.0,2.0,2.0,2.0,2.0,4.0,3.0,3.0,4.0,626,gemini,2024,여성,2,
2.0,2.0,1.0,1.0,4.0,2.0,3.0,3.0,3.0,4.0,1.0,3.0,2.0,4.0,3.0,1.0,1.0,4.0,1.0,1.0,3.0,4.0,4.0,1.0,4.0,3.0,1.0,4.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,627,gemini,2024,여성,2,
2.0,2.0,1.0,1.0,4.0,3.0,2.0,3.0,2.0,3.0,1.0,4.0,3.0,4.0,3.0,1.0,1.0,4.0,1.0,1.0,2.0,4.0,4.0,1.0,4.0,3.0,1.0,4.0,2.0,2.0,2.0,2.0,4.0,3.0,3.0,3.0,628,gemini,2024,여성,2,
2.0,3.0,1.0,1.0,4.0,3.0,3.0,4.0,2.0,3.0,1.0,3.0,2.0,4.0,3.0,1.0,1.0,4.0,1.0,2.0,3.0,4.0,4.0,1.0,4.0,3.0,1.0,4.0,2.0,2.0,2.0,2.0,4.0,3.0,3.0,4.0,629,gemini,2024,여성,2,
3.0,2.0,1.0,1.0,4.0,3.0,2.0,4.0,3.0,3.0,1.0,4.0,3.0,3.0,3.0,1.0,1.0,4.0,1.0,2.0,3.0,4.0,4.0,1.0,4.0,3.0,1.0,3.0,2.0,2.0,2.0,2.0,4.0,3.0,3.0,4.0,630,gemini,2024,여성,2,
2.0,2.0,1.0,1.0,4.0,3.0,4.0,3.0,2.0,4.0,1.0,3.0,2.0,4.0,3.0,1.0,1.0,4.0,1.0,1.0,4.0,4.0,4.0,1.0,4.0,3.0,1.0,4.0,2.0,3.0,4.0,2.0,4.0,3.0,3.0,3.0,631,gemini,2024,여성,2,
2.0,3.0,1.0,1.0,5.0,4.0,3.0,4.0,3.0,4.0,1.0,4.0,3.0,4.0,3.0,1.0,1.0,4.0,1.0,1.0,4.0,4.0,5.0,1.0,4.0,4.0,1.0,4.0,2.0,3.0,3.0,2.0,4.0,3.0,3.0,4.0,632,gemini,2024,여성,2,
2.0,2.0,1.0,1.0,4.0,3.0,3.0,3.0,3.0,4.0,1.0,4.0,2.0,4.0,3.0,1.0,1.0,4.0,1.0,1.0,3.0,4.0,4.0,1.0,4.0,3.0,1.0,4.0,2.0,3.0,3.0,2.0,4.0,3.0,3.0,4.0,633,gemini,2024,여성,2,
2.0,2.0,1.0,1.0,4.0,3.0,3.0,3.0,3.0,4.0,1.0,4.0,3.0,4.0,3.0,1.0,1.0,4.0,1.0,1.0,3.0,4.0,4.0,1.0,4.0,3.0,1.0,4.0,2.0,2.0,3.0,2.0,4.0,3.0,3.0,4.0,634,gemini,2024,여성,2,
4.0,3.0,1.0,1.0,4.0,3.0,3.0,4.0,3.0,3.0,1.0,4.0,4.0,3.0,3.0,1.0,1.0,4.0,1.0,2.0,3.0,4.0,4.0,1.0,4.0,3.0,1.0,3.0,2.0,2.0,2.0,2.0,4.0,3.0,3.0,3.0,635,gemini,2024,여성,2,
2.0,3.0,1.0,1.0,4.0,3.0,2.0,4.0,2.0,3.0,1.0,3.0,2.0,3.0,3.0,1.0,1.0,4.0,1.0,2.0,2.0,4.0,4.0,1.0,4.0,4.0,1.0,3.0,2.0,2.0,2.0,2.0,4.0,3.0,3.0,3.0,636,gemini,2024,여성,2,
2.0,2.0,1.0,1.0,4.0,3.0,3.0,3.0,2.0,3.0,1.0,3.0,2.0,4.0,3.0,1.0,1.0,4.0,1.0,1.0,3.0,4.0,4.0,1.0,4.0,3.0,1.0,4.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,637,gemini,2024,여성,2,
2.0,2.0,1.0,1.0,4.0,3.0,2.0,3.0,2.0,3.0,1.0,3.0,3.0,3.0,3.0,1.0,1.0,4.0,1.0,1.0,2.0,4.0,4.0,1.0,4.0,3.0,1.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,4.0,638,gemini,2024,여성,2,
3.0,2.0,1.0,1.0,4.0,2.0,2.0,4.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,1.0,1.0,4.0,1.0,2.0,2.0,4.0,4.0,1.0,4.0,3.0,1.0,3.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,3.0,639,gemini,2024,여성,2,
3.0,2.0,1.0,1.0,3.0,3.0,2.0,4.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,1.0,1.0,4.0,1.0,2.0,2.0,4.0,3.0,1.0,4.0,3.0,1.0,3.0,2.0,2.0,2.0,2.0,4.0,3.0,2.0,4.0,640,gemini,2024,여성,3,
2.0,2.0,1.0,1.0,4.0,3.0,3.0,4.0,2.0,3.0,1.0,3.0,2.0,4.0,2.0,1.0,1.0,4.0,1.0,2.0,3.0,4.0,4.0,1.0,3.0,3.0,1.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,641,gemini,2024,여성,3,
3.0,3.0,1.0,1.0,4.0,3.0,2.0,4.0,4.0,3.0,1.0,4.0,4.0,4.0,3.0,1.0,1.0,4.0,1.0,2.0,2.0,4.0,4.0,1.0,4.0,3.0,1.0,3.0,2.0,2.0,2.0,2.0,4.0,3.0,2.0,3.0,642,gemini,2024,여성,3,
3.0,3.0,1.0,1.0,4.0,3.0,3.0,1.0,3.0,4.0,1.0,4.0,4.0,4.0,3.0,1.0,1.0,4.0,1.0,2.0,3.0,4.0,4.0,1.0,4.0,3.0,1.0,4.0,3.0,2.0,3.0,2.0,4.0,3.0,3.0,3.0,643,gemini,2024,여성,3,
2.0,3.0,1.0,1.0,4.0,3.0,3.0,4.0,3.0,3.0,1.0,3.0,2.0,4.0,3.0,1.0,1.0,4.0,1.0,2.0,3.0,4.0,4.0,1.0,4.0,2.0,1.0,4.0,2.0,2.0,2.0,2.0,4.0,3.0,3.0,3.0,644,gemini,2024,여성,3,
3.0,3.0,1.0,1.0,4.0,3.0,3.0,4.0,4.0,3.0,1.0,4.0,4.0,4.0,3.0,1.0,1.0,4.0,1.0,2.0,3.0,4.0,4.0,1.0,4.0,3.0,1.0,3.0,2.0,2.0,2.0,2.0,4.0,3.0,3.0,3.0,645,gemini,2024,여성,3,
3.0,2.0,1.0,1.0,4.0,3.0,2.0,4.0,3.0,3.0,1.0,4.0,4.0,3.0,3.0,1.0,1.0,4.0,1.0,2.0,2.0,4.0,3.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,4.0,3.0,2.0,4.0,646,gemini,2024,여성,3,
3.0,3.0,1.0,1.0,4.0,3.0,3.0,3.0,4.0,4.0,1.0,3.0,3.0,4.0,3.0,1.0,1.0,4.0,1.0,2.0,3.0,4.0,4.0,1.0,4.0,3.0,1.0,4.0,2.0,2.0,2.0,2.0,4.0,3.0,3.0,3.0,647,gemini,2024,여성,3,
3.0,3.0,1.0,1.0,4.0,4.0,2.0,1.0,3.0,3.0,1.0,4.0,4.0,3.0,4.0,1.0,1.0,4.0,1.0,2.0,2.0,4.0,4.0,1.0,4.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,4.0,3.0,3.0,4.0,648,gemini,2024,여성,3,
3.0,2.0,1.0,1.0,4.0,3.0,2.0,4.0,3.0,4.0,1.0,3.0,3.0,4.0,3.0,1.0,1.0,4.0,1.0,2.0,3.0,4.0,4.0,1.0,4.0,3.0,1.0,4.0,2.0,2.0,3.0,2.0,4.0,2.0,3.0,3.0,649,gemini,2024,여성,3,
2.0,3.0,1.0,1.0,4.0,3.0,3.0,4.0,2.0,4.0,1.0,4.0,2.0,4.0,3.0,1.0,1.0,4.0,1.0,2.0,3.0,4.0,4.0,1.0,4.0,4.0,1.0,4.0,2.0,3.0,3.0,2.0,4.0,3.0,3.0,4.0,650,gemini,2024,여성,3,
2.0,3.0,1.0,1.0,4.0,3.0,3.0,4.0,3.0,3.0,1.0,3.0,2.0,3.0,3.0,1.0,1.0,3.0,1.0,2.0,3.0,3.0,4.0,1.0,3.0,3.0,1.0,4.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,651,gemini,2024,여성,3,
2.0,2.0,1.0,1.0,4.0,3.0,2.0,4.0,2.0,3.0,1.0,4.0,2.0,3.0,3.0,1.0,1.0,4.0,1.0,2.0,3.0,4.0,4.0,1.0,4.0,3.0,1.0,3.0,2.0,2.0,2.0,2.0,4.0,3.0,3.0,4.0,652,gemini,2024,여성,3,
3.0,4.0,1.0,1.0,4.0,3.0,2.0,4.0,3.0,4.0,1.0,4.0,4.0,3.0,3.0,1.0,1.0,4.0,1.0,2.0,3.0,4.0,4.0,1.0,4.0,4.0,1.0,3.0,2.0,2.0,2.0,2.0,4.0,3.0,4.0,3.0,653,gemini,2024,여성,3,
2.0,2.0,1.0,1.0,4.0,3.0,2.0,3.0,4.0,3.0,1.0,3.0,4.0,3.0,3.0,1.0,1.0,3.0,1.0,2.0,3.0,4.0,4.0,1.0,4.0,2.0,1.0,4.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,654,gemini,2024,여성,3,
4.0,2.0,1.0,1.0,4.0,3.0,3.0,4.0,3.0,4.0,1.0,3.0,3.0,4.0,3.0,1.0,1.0,4.0,1.0,2.0,3.0,4.0,4.0,1.0,4.0,3.0,1.0,4.0,2.0,2.0,2.0,2.0,4.0,3.0,3.0,4.0,655,gemini,2024,여성,3,
2.0,2.0,1.0,1.0,3.0,3.0,2.0,4.0,2.0,2.0,1.0,3.0,2.0,2.0,2.0,1.0,1.0,3.0,1.0,2.0,2.0,3.0,3.0,1.0,3.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,3.0,3.0,2.0,3.0,656,gemini,2024,여성,3,
3.0,3.0,1.0,1.0,4.0,3.0,3.0,4.0,3.0,4.0,1.0,4.0,3.0,4.0,3.0,1.0,1.0,4.0,1.0,2.0,3.0,4.0,4.0,1.0,4.0,3.0,1.0,3.0,2.0,2.0,2.0,2.0,4.0,3.0,3.0,4.0,657,gemini,2024,여성,3,
2.0,3.0,1.0,1.0,4.0,3.0,3.0,4.0,3.0,4.0,1.0,4.0,3.0,4.0,3.0,1.0,1.0,4.0,1.0,2.0,3.0,4.0,4.0,1.0,4.0,4.0,1.0,3.0,2.0,2.0,2.0,2.0,4.0,3.0,3.0,4.0,658,gemini,2024,여성,3,
2.0,2.0,1.0,1.0,3.0,3.0,2.0,4.0,2.0,3.0,1.0,3.0,2.0,2.0,3.0,1.0,1.0,4.0,1.0,2.0,2.0,4.0,3.0,1.0,3.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,659,gemini,2024,여성,3,
2.0,2.0,1.0,1.0,4.0,3.0,3.0,3.0,2.0,3.0,1.0,3.0,2.0,4.0,3.0,1.0,1.0,4.0,1.0,2.0,3.0,4.0,4.0,1.0,3.0,3.0,1.0,4.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,660,gemini,2024,여성,3,
2.0,3.0,1.0,2.0,4.0,3.0,3.0,,2.0,3.0,,4.0,2.0,4.0,2.0,1.0,1.0,4.0,1.0,2.0,3.0,4.0,4.0,1.0,3.0,3.0,1.0,4.0,2.0,3.0,2.0,,3.0,2.0,3.0,3.0,661,gemini,2024,여성,3,
3.0,3.0,1.0,1.0,3.0,4.0,2.0,1.0,3.0,3.0,1.0,4.0,4.0,2.0,3.0,1.0,1.0,4.0,1.0,2.0,2.0,4.0,3.0,1.0,4.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,4.0,3.0,4.0,3.0,662,gemini,2024,여성,3,
